"RegionName","RegionCode","AvailableZoneCount","Zones","PhysicalMapping","ZoneRedundancy","SubscriptionName","SubscriptionId"
"East US 2 (Stage)","eastus2stage","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"North Central US (Stage)","northcentralusstage","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"West US (Stage)","westusstage","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Asia","asia","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Asia Pacific","asiapacific","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Australia","australia","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Brazil","brazil","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Canada","canada","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Europe","europe","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"France","france","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Germany","germany","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Global","global","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"India","india","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Israel","israel","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Italy","italy","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Japan","japan","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Korea","korea","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"New Zealand","newzealand","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Norway","norway","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Poland","poland","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Qatar","qatar","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Singapore","singapore","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"South Africa","southafrica","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Sweden","sweden","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Switzerland","switzerland","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"United States","unitedstates","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"East Asia (Stage)","eastasiastage","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"East US 2","eastus2","0","None","Mapped to separate physical data centers in East US 2 region","Each zone has independent power, cooling, and networking","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"East US STG","eastusstg","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"North Central US","northcentralus","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"West US","westus","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Jio India West","jioindiawest","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Central US EUAP","centraluseuap","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"East US 2 EUAP","eastus2euap","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"South Central US STG","southcentralusstg","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"West Central US","westcentralus","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"South Africa West","southafricawest","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Australia Central","australiacentral","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Australia Central 2","australiacentral2","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Australia Southeast","australiasoutheast","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Jio India Central","jioindiacentral","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Korea South","koreasouth","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"South India","southindia","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"West India","westindia","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Canada East","canadaeast","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"France South","francesouth","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Germany North","germanynorth","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Norway West","norwaywest","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Switzerland West","switzerlandwest","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"UK West","ukwest","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"UAE Central","uaecentral","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"Brazil Southeast","brazilsoutheast","0","None","No AZ information available for this region","N/A","ALZ-Identity","940d5a8e-3b39-4d1b-b91d-77cc9d49fbf5"
"East US","eastus","0","None","Mapped to separate physical data centers in East US region","Each zone has independent power, cooling, and networking","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"South Central US","southcentralus","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"West US 2","westus2","0","None","Mapped to separate physical data centers in West US 2 region","Each zone has independent power, cooling, and networking","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"West US 3","westus3","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Australia East","australiaeast","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Southeast Asia","southeastasia","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"North Europe","northeurope","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Sweden Central","swedencentral","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"UK South","uksouth","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"West Europe","westeurope","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Central US","centralus","0","None","Mapped to separate physical data centers in Central US region","Each zone has independent power, cooling, and networking","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"South Africa North","southafricanorth","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Central India","centralindia","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"East Asia","eastasia","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Indonesia Central","indonesiacentral","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Japan East","japaneast","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Japan West","japanwest","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Korea Central","koreacentral","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"New Zealand North","newzealandnorth","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Canada Central","canadacentral","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"France Central","francecentral","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Germany West Central","germanywestcentral","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Italy North","italynorth","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Norway East","norwayeast","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Poland Central","polandcentral","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Spain Central","spaincentral","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Switzerland North","switzerlandnorth","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Mexico Central","mexicocentral","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"UAE North","uaenorth","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Brazil South","brazilsouth","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Israel Central","israelcentral","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Qatar Central","qatarcentral","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Central US (Stage)","centralusstage","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"East US 2 (Stage)","eastus2stage","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"North Central US (Stage)","northcentralusstage","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"West US (Stage)","westusstage","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Asia","asia","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Asia Pacific","asiapacific","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Australia","australia","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Brazil","brazil","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Canada","canada","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Europe","europe","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"France","france","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Germany","germany","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Global","global","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"India","india","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Israel","israel","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Italy","italy","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Japan","japan","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Korea","korea","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"New Zealand","newzealand","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Norway","norway","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Poland","poland","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Qatar","qatar","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Singapore","singapore","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"South Africa","southafrica","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Sweden","sweden","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Switzerland","switzerland","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"United States","unitedstates","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"East Asia (Stage)","eastasiastage","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"East US 2","eastus2","0","None","Mapped to separate physical data centers in East US 2 region","Each zone has independent power, cooling, and networking","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"East US STG","eastusstg","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"North Central US","northcentralus","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"West US","westus","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Jio India West","jioindiawest","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Central US EUAP","centraluseuap","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"East US 2 EUAP","eastus2euap","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"South Central US STG","southcentralusstg","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"West Central US","westcentralus","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"South Africa West","southafricawest","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Australia Central","australiacentral","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Australia Central 2","australiacentral2","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Australia Southeast","australiasoutheast","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Jio India Central","jioindiacentral","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Korea South","koreasouth","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"South India","southindia","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"West India","westindia","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Canada East","canadaeast","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"France South","francesouth","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Germany North","germanynorth","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Norway West","norwaywest","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Switzerland West","switzerlandwest","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"UK West","ukwest","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"UAE Central","uaecentral","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"Brazil Southeast","brazilsoutheast","0","None","No AZ information available for this region","N/A","ALZ-Management","15265d79-d368-4a9b-b7e7-4ad1d15ae068"
"East US","eastus","0","None","Mapped to separate physical data centers in East US region","Each zone has independent power, cooling, and networking","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"South Central US","southcentralus","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"West US 2","westus2","0","None","Mapped to separate physical data centers in West US 2 region","Each zone has independent power, cooling, and networking","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"West US 3","westus3","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Australia East","australiaeast","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Southeast Asia","southeastasia","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"North Europe","northeurope","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Sweden Central","swedencentral","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"UK South","uksouth","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"West Europe","westeurope","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Central US","centralus","0","None","Mapped to separate physical data centers in Central US region","Each zone has independent power, cooling, and networking","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"South Africa North","southafricanorth","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Central India","centralindia","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"East Asia","eastasia","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Indonesia Central","indonesiacentral","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Japan East","japaneast","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Japan West","japanwest","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Korea Central","koreacentral","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"New Zealand North","newzealandnorth","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Canada Central","canadacentral","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"France Central","francecentral","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Germany West Central","germanywestcentral","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Italy North","italynorth","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Norway East","norwayeast","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Poland Central","polandcentral","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Spain Central","spaincentral","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Switzerland North","switzerlandnorth","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Mexico Central","mexicocentral","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"UAE North","uaenorth","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Brazil South","brazilsouth","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Israel Central","israelcentral","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Qatar Central","qatarcentral","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Central US (Stage)","centralusstage","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"East US 2 (Stage)","eastus2stage","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"North Central US (Stage)","northcentralusstage","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"West US (Stage)","westusstage","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Asia","asia","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Asia Pacific","asiapacific","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Australia","australia","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Brazil","brazil","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Canada","canada","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Europe","europe","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"France","france","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Germany","germany","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Global","global","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"India","india","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Israel","israel","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Italy","italy","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Japan","japan","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Korea","korea","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"New Zealand","newzealand","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Norway","norway","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Poland","poland","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Qatar","qatar","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Singapore","singapore","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"South Africa","southafrica","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Sweden","sweden","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Switzerland","switzerland","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"United States","unitedstates","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"East Asia (Stage)","eastasiastage","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"East US 2","eastus2","0","None","Mapped to separate physical data centers in East US 2 region","Each zone has independent power, cooling, and networking","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"East US STG","eastusstg","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"North Central US","northcentralus","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"West US","westus","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Jio India West","jioindiawest","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"Central US EUAP","centraluseuap","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"East US 2 EUAP","eastus2euap","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"South Central US STG","southcentralusstg","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
"West Central US","westcentralus","0","None","No AZ information available for this region","N/A","ARC-Demo","443eed72-f040-41c8-9033-05fe1227bb78"
