"RegionName","RegionCode","AvailableZoneCount","Zones","PhysicalMapping","ZoneRedundancy","SubscriptionName","SubscriptionId"
"Asia Pacific","asiapacific","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"Australia","australia","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"Brazil","brazil","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"Canada","canada","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"Europe","europe","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"France","france","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"Germany","germany","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"Global","global","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"India","india","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"Israel","israel","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"Italy","italy","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"Japan","japan","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"Korea","korea","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"New Zealand","newzealand","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"Norway","norway","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"Poland","poland","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"Qatar","qatar","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"Singapore","singapore","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"South Africa","southafrica","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"Sweden","sweden","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"Switzerland","switzerland","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"United States","unitedstates","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"East Asia (Stage)","eastasiastage","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"East US 2","eastus2","0","None","Mapped to separate physical data centers in East US 2 region","Each zone has independent power, cooling, and networking","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"East US STG","eastusstg","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"North Central US","northcentralus","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"West US","westus","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"Jio India West","jioindiawest","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"Central US EUAP","centraluseuap","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"East US 2 EUAP","eastus2euap","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"South Central US STG","southcentralusstg","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"West Central US","westcentralus","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"South Africa West","southafricawest","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"Australia Central","australiacentral","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"Australia Central 2","australiacentral2","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"Australia Southeast","australiasoutheast","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"Jio India Central","jioindiacentral","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"Korea South","koreasouth","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"South India","southindia","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"West India","westindia","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"Canada East","canadaeast","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"France South","francesouth","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"Germany North","germanynorth","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"Norway West","norwaywest","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"Switzerland West","switzerlandwest","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"UK West","ukwest","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"UAE Central","uaecentral","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"Brazil Southeast","brazilsoutheast","0","None","No AZ information available for this region","N/A","LAB","64e4567b-012b-4966-9a91-b5c7c7b992de"
"East US","eastus","0","None","Mapped to separate physical data centers in East US region","Each zone has independent power, cooling, and networking","Management","c29da00a-953c-4188-894e-70657319863a"
"South Central US","southcentralus","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"West US 2","westus2","0","None","Mapped to separate physical data centers in West US 2 region","Each zone has independent power, cooling, and networking","Management","c29da00a-953c-4188-894e-70657319863a"
"West US 3","westus3","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Australia East","australiaeast","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Southeast Asia","southeastasia","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"North Europe","northeurope","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Sweden Central","swedencentral","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"UK South","uksouth","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"West Europe","westeurope","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Central US","centralus","0","None","Mapped to separate physical data centers in Central US region","Each zone has independent power, cooling, and networking","Management","c29da00a-953c-4188-894e-70657319863a"
"South Africa North","southafricanorth","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Central India","centralindia","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"East Asia","eastasia","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Indonesia Central","indonesiacentral","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Japan East","japaneast","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Japan West","japanwest","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Korea Central","koreacentral","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"New Zealand North","newzealandnorth","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Canada Central","canadacentral","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"France Central","francecentral","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Germany West Central","germanywestcentral","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Italy North","italynorth","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Norway East","norwayeast","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Poland Central","polandcentral","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Spain Central","spaincentral","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Switzerland North","switzerlandnorth","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Mexico Central","mexicocentral","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"UAE North","uaenorth","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Brazil South","brazilsouth","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Israel Central","israelcentral","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Qatar Central","qatarcentral","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Central US (Stage)","centralusstage","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"East US 2 (Stage)","eastus2stage","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"North Central US (Stage)","northcentralusstage","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"West US (Stage)","westusstage","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Asia","asia","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Asia Pacific","asiapacific","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Australia","australia","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Brazil","brazil","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Canada","canada","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Europe","europe","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"France","france","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Germany","germany","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Global","global","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"India","india","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Israel","israel","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Italy","italy","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Japan","japan","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Korea","korea","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"New Zealand","newzealand","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Norway","norway","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Poland","poland","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Qatar","qatar","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Singapore","singapore","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"South Africa","southafrica","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Sweden","sweden","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Switzerland","switzerland","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"United States","unitedstates","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"East Asia (Stage)","eastasiastage","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"East US 2","eastus2","0","None","Mapped to separate physical data centers in East US 2 region","Each zone has independent power, cooling, and networking","Management","c29da00a-953c-4188-894e-70657319863a"
"East US STG","eastusstg","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"North Central US","northcentralus","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"West US","westus","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Jio India West","jioindiawest","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Central US EUAP","centraluseuap","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"East US 2 EUAP","eastus2euap","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"South Central US STG","southcentralusstg","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"West Central US","westcentralus","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"South Africa West","southafricawest","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Australia Central","australiacentral","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Australia Central 2","australiacentral2","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Australia Southeast","australiasoutheast","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Jio India Central","jioindiacentral","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Korea South","koreasouth","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"South India","southindia","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"West India","westindia","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Canada East","canadaeast","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"France South","francesouth","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Germany North","germanynorth","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Norway West","norwaywest","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Switzerland West","switzerlandwest","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"UK West","ukwest","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"UAE Central","uaecentral","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
"Brazil Southeast","brazilsoutheast","0","None","No AZ information available for this region","N/A","Management","c29da00a-953c-4188-894e-70657319863a"
